web-scraper-order,web-scraper-start-url,name,price,description,image-src
"1585939948-5359","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5302","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit Sleeveless Hoodie","$ 17.99","Black
	
				Light beige
	
				Dark khaki green
	
				Gray melange",""
"1585939948-5072","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Flannel Shirt","$ 24.99","Light brown/dark blue
	
				Yellow/black
	
				Dark gray/black
	
				Beige/plaid",""
"1585939948-5285","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Linen-blend Shirt","$ 29.99","White
	
				Black
	
				Light blue
	
				Dark blue",""
"1585939948-5258","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5403","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Premium Cotton Polo Shirt","$ 24.99","Burgundy/patterned
	
				Dark blue/patterned
	
				Natural white/patterned",""
"1585939948-5280","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Linen-blend Shirt","$ 24.99","Light blue",""
"1585939948-5070","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Corduroy Jacket","$ 49.99","Light beige
	
				Light brown",""
"1585939948-5156","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Joggers","$ 34.99","Black
	
				Dark gray melange
	
				Dark beige/plaid
	
				Light gray melange",""
"1585939948-5092","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Muscle Fit Piqué Polo Shirt","$ 14.99","Dark blue
	
				White
	
				Burgundy
	
				Black",""
"1585939948-5273","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshirt","$ 17.99","White
	
				Black
	
				Khaki green
	
				Gray melange",""
"1585939948-5339","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 19.99","Charcoal gray
	
				Light blue
	
				Khaki green",""
"1585939948-4995","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Blazer","$ 69.99","Dark blue
	
				Black
	
				Light gray melange
	
				Blue melange","//lp2.hm.com/hmgoepprod?set=source[/9c/93/9c9305d9a72a7d41c823ad5dd0765498df2526c6.jpg],origin[dam],category[men_blazerssuits_blazers],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5160","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Polo Shirt","$ 14.99","Dark blue/palm trees
	
				White/palm trees
	
				Dark blue/narrow-striped
	
				Taupe/striped",""
"1585939948-5358","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit Shorts","$ 29.99","Dark blue
	
				Light beige melange
	
				Khaki green",""
"1585939948-5377","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Stand-up-collar Jacket","$ 29.99","Gray melange
	
				Black",""
"1585939948-5025","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Suit Pants","$ 34.99","Dark blue
	
				Black
	
				Light gray melange
	
				Blue melange",""
"1585939948-5153","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 24.99","Black
	
				Light gray melange
	
				White
	
				Beige",""
"1585939948-5171","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Brushed Cotton Twill Joggers","$ 29.99","Black
	
				Khaki green
	
				Beige
	
				Dark gray",""
"1585939948-5244","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hoodie","$ 24.99","Black
	
				Light gray melange
	
				Light pink",""
"1585939948-5444","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Tapered Pull-on Jeans","$ 29.99","Light denim blue
	
				Pale denim blue",""
"1585939948-5125","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Polo Shirt","$ 14.99","Dark blue/palm trees
	
				White/palm trees
	
				Dark blue/narrow-striped
	
				Taupe/striped",""
"1585939948-5003","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshorts","$ 12.99","Dark beige
	
				Black
	
				Dark gray melange
	
				Light gray melange","//lp2.hm.com/hmgoepprod?set=source[/e7/65/e765985edf7f30cd732b320fbdb95308fe8e914b.jpg],origin[dam],category[men_shorts_basics],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5036","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie with Graphic Design","$ 34.99","Black/Mickey Mouse
	
				Black/Mickey Mouse",""
"1585939948-5312","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue
	
				Gray melange",""
"1585939948-5427","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Jacket","$ 49.99","Beige
	
				Khaki green
	
				Dark blue",""
"1585939948-5263","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshorts with Side Stripes","$ 14.99","Light beige
	
				Black",""
"1585939948-5093","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 34.99","White/black
	
				Gray melange/Post Malone
	
				White/Toy Story
	
				Gray melange/Looney Tunes",""
"1585939948-5053","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Hooded Jacket","$ 24.99","Dark gray melange
	
				Black
	
				Dark blue
	
				White",""
"1585939948-5144","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5313","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit T-shirt","$ 12.99","White
	
				Black
	
				Dark blue/white striped
	
				Dark gray",""
"1585939948-5038","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Sweatshirt","$ 29.99","Red/Mickey Mouse",""
"1585939948-5433","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen-blend Shirt","$ 69.99","Beige
	
				White",""
"1585939948-5435","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Henley Shirt","$ 59.99","Light blue
	
				White
	
				Dark blue
	
				Black",""
"1585939948-5166","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Joggers with Side Stripes","$ 24.99","Black/white
	
				Light gray melange/white
	
				Dark gray melange/white",""
"1585939948-5332","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 19.99","Dark blue/anchors",""
"1585939948-5027","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie with Grosgrain","$ 29.99","Black/Los Angeles
	
				Dark khaki green/Los Angeles",""
"1585939948-5398","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Long-sleeved Jersey Shirt","$ 14.99","Pink
	
				White
	
				Light gray melange",""
"1585939948-5091","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie with Motif","$ 29.99","Yellow/Passion
	
				White/New York
	
				Dark beige/roses
	
				Black/flames",""
"1585939948-5140","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit Sleeveless Hoodie","$ 17.99","Black
	
				Light beige
	
				Dark khaki green
	
				Gray melange",""
"1585939948-5102","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshirt","$ 17.99","Black
	
				Dark green
	
				Dark blue",""
"1585939948-5066","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Twill Joggers","$ 24.99","Dark khaki green/patterned
	
				Black
	
				Taupe
	
				Khaki green",""
"1585939948-5107","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatpants with Side Stripes","$ 29.99","Dark gray/patterned",""
"1585939948-5180","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5005","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshorts","$ 12.99","Black
	
				Light gray melange
	
				Light pink
	
				Dark gray","//lp2.hm.com/hmgoepprod?set=source[/98/c0/98c054fa03d923d71c973ff72e695127a3e58bae.jpg],origin[dam],category[men_shorts_basics],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5400","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Henley Shirt","$ 59.99","Light blue
	
				White
	
				Dark blue
	
				Black",""
"1585939948-5207","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","White/pineapples
	
				White/paisley-patterned
	
				Black/leaf print
	
				Dark blue/white striped",""
"1585939948-5281","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slub Jersey Henley Shirt","$ 14.99","Black melange",""
"1585939948-5282","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatpants with Side Stripes","$ 29.99","Dark khaki green/Los Angeles",""
"1585939948-5174","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Knee-length Cotton Shorts","$ 19.99","Light gray
	
				Dark gray
	
				Light mint green
	
				Dark blue/chambray",""
"1585939948-5086","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Denim Jacket","$ 49.99","Denim blue/gray
	
				Black/light gray melange",""
"1585939948-5340","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Denim Jacket","$ 59.99","Black/Post Malone
	
				Light denim blue/MTV",""
"1585939948-5108","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshirt","$ 14.99","Black
	
				Light gray melange
	
				White
	
				Dark green",""
"1585939948-5349","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Joggers","$ 34.99","White/black checked
	
				Black
	
				Dark gray/pinstriped",""
"1585939948-5192","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Checked Blazer","$ 99.00","Blue/checked
	
				Light gray/plaid
	
				Dark blue/checked",""
"1585939948-5396","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Coolmax® Polo Shirt","$ 17.99","Black
	
				White
	
				Sage green
	
				Blue melange",""
"1585939948-5051","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5134","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Corduroy Jacket","$ 49.99","Light beige
	
				Light brown",""
"1585939948-5163","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cardigan with Zip","$ 34.99","Light gray melange
	
				Black
	
				Beige melange
	
				White",""
"1585939948-5425","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Short-sleeved Cotton Shirt","$ 12.99","Khaki green
	
				Black
	
				Light blue
	
				Light yellow",""
"1585939948-5368","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Coolmax® Polo Shirt","$ 17.99","Black
	
				White
	
				Sage green
	
				Blue melange",""
"1585939948-5347","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 17.99","White
	
				Black
	
				Light blue melange
	
				Blue",""
"1585939948-5321","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","Light blue
	
				Beige",""
"1585939948-5422","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","White
	
				Light blue melange
	
				Dark blue/white dotted
	
				Burgundy",""
"1585939948-5260","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cropped Regular Fit Sweatpants","$ 24.99","Dark blue
	
				Black
	
				Dark gray melange",""
"1585939948-5220","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue
	
				Gray melange",""
"1585939948-5073","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Suit Pants","$ 34.99","Dark blue
	
				Black
	
				Light gray melange
	
				Blue melange",""
"1585939948-5378","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Linen-blend Shirt","$ 29.99","White
	
				Dark blue/striped",""
"1585939948-5320","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Jersey T-shirt","$ 12.99","Khaki green/striped
	
				Light beige/striped",""
"1585939948-5234","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","White/pineapples
	
				White/paisley-patterned
	
				Black/leaf print
	
				Dark blue/white striped",""
"1585939948-5379","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Jersey Hat","$ 5.99","Dark gray melange
	
				Gray melange",""
"1585939948-5040","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5431","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Fine-knit Cotton Sweater","$ 29.99","Light blue melange
	
				Dark gray melange
	
				Cream",""
"1585939948-5383","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Puffer Jacket","$ 59.99","Brown
	
				Black
	
				Red",""
"1585939948-5300","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Color-block T-shirt","$ 14.99","Dark blue/color-block",""
"1585939948-5248","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Brushed Cotton Twill Joggers","$ 29.99","Black
	
				Khaki green
	
				Beige
	
				Dark gray",""
"1585939948-5193","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshirt with Design","$ 24.99","Light gray melange/New York
	
				Black/tiger
	
				Khaki green/dice
	
				Beige/Nothing But The Truth",""
"1585939948-5268","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Puffer Jacket","$ 59.99","Brown
	
				Black
	
				Red",""
"1585939948-5056","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Slim Fit T-shirts","$ 24.99","White
	
				Black
	
				Black/gray melange
	
				Light blue/narrow-striped",""
"1585939948-5169","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshorts with Side Stripes","$ 14.99","Light beige
	
				Black",""
"1585939948-5119","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Hoodie","$ 29.99","Light gray melange/NASA
	
				Gray melange/Treklife
	
				Dark blue/Local
	
				Dark gray/Get the Good",""
"1585939948-5059","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Joggers with Side Stripes","$ 24.99","Black/white
	
				Light gray melange/white
	
				Dark gray melange/white",""
"1585939948-5148","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Twill Joggers","$ 24.99","Dark khaki green/patterned
	
				Black
	
				Taupe
	
				Khaki green",""
"1585939948-5232","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cargo Pants","$ 49.99","Khaki green",""
"1585939948-5228","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5058","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen-blend Joggers","$ 24.99","Black
	
				Khaki green
	
				Dark blue",""
"1585939948-5287","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","White/pineapples
	
				White/paisley-patterned
	
				Black/leaf print
	
				Dark blue/white striped",""
"1585939948-5242","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Checked Blazer","$ 99.00","Blue/checked
	
				Light gray/plaid
	
				Dark blue/checked",""
"1585939948-5226","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Suit Pants","$ 49.99","Burgundy",""
"1585939948-5154","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Hoodie","$ 29.99","White/pizza
	
				Yellow/Cobra",""
"1585939948-5237","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 24.99","Cream",""
"1585939948-5329","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Blazer","$ 69.99","Dark blue melange
	
				Dark blue/white",""
"1585939948-5419","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Blazer","$ 69.99","Dark blue melange
	
				Dark blue/white",""
"1585939948-5229","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 19.99","Charcoal gray
	
				Light blue
	
				Khaki green",""
"1585939948-5077","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5215","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Chinos","$ 17.99","Dark blue
	
				Beige
	
				Black",""
"1585939948-5052","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Slim Fit T-shirts","$ 24.99","White
	
				Black
	
				Black/gray melange
	
				Light blue/narrow-striped",""
"1585939948-5252","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Jersey T-shirt","$ 12.99","Khaki green/striped
	
				Light beige/striped",""
"1585939948-5236","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5127","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Short-sleeved Shirt","$ 24.99","White/black dotted
	
				Dark blue/white dotted
	
				Burgundy/white dotted",""
"1585939948-5369","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5034","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5113","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Checked Blazer","$ 99.00","Blue/checked
	
				Light gray/plaid
	
				Dark blue/checked",""
"1585939948-5350","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen-blend Cargo Pants","$ 34.99","Light beige melange
	
				Khaki green
	
				Black",""
"1585939948-5162","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshirt","$ 17.99","White
	
				Black
	
				Khaki green
	
				Gray melange",""
"1585939948-5324","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","T-shirt with Printed Emblem","$ 17.99","Gray-black/The Rolling Stones
	
				Yellow/Snoopy",""
